title;authors;editor;collection;synopsis;bonus_content;price;actors;country;age_rating;original_title;duration;production_year;EAN;availability;distributor;media_type;dvd_zone;format_tv;format_cinema;publication_date;audio_track;subtitle_track;image_URL;in_stock;category;subcategory;subcategory_genre_1;subcategory_genre_2;subcategory_genre_3;subcategory_genre_4
L'Hôtel de la plage;Michel Lang;Gaumont;Gaumont Découverte en Blu-ray;"31 juillet. Alors que les vacanciers du mois écoulé regagnent leurs pénates, les ""aoûtiens"" s'apprêtent à investir les plages. À Locquirec, dans le Finistère, l'Hôtel de la Plage n'échappe pas au remue-ménage. Déjà, quelques habitués sont installés et attendent impatiemment les amis qu'ils retrouvent chaque année...";"Image et son restaurés

""Souvenirs de Locquirec"" (28') : avec les témoignages de Michel Lang, Jean-Claude Sussfeld (premier assistant), Sophie Barjac, Myriam Boyer, Jean-Paul Muel et Marie Bunel";14.90 €;Sophie Barjac,Myriam Boyer,Daniel Ceccaldi,Michèle Grellier,Bruno Guillain,Francis Lemaire,Guy Marchand,Anne Parillaud,Michel Robin;France;Tous publics;L'Hôtel de la plage;110 mn;1977;3607483280461;Disponible;ESC DISTRIBUTION;Blu-ray;"A;B;C";16/9 Natif;1.66;2 septembre 2020;Audio : Français DTSHD-MA 2.0;Sous-titrage : Français;https://images.epagine.fr/461/3607483280461_vid.jpg;En stock;Cinéma;Long métrage;Comédie;;;
L'Opération Corned Beef;Jean-Marie Poiré;Gaumont;Gaumont Découverte en Blu-ray;Le Squale, un as de l'espionnage, est rappelé d'Amérique du Sud pour une mission difficile : démanteler un réseau international de trafic d'armes et démasquer un traître au plus haut niveau de l'État français.;"Image et son restaurés

""Pour l'amour du rire"" (32') : entretiens avec Jean-Marie Poiré, Christian Clavier, Jean Réno, Alain Terzian, Françoise Ménidrey et Hughes Tissandier réalisés par Jérémie Imbert et Yann Marchet";14.90 €;Christian Clavier,Jean Reno,Valérie Lemercier,Isabelle Renauld,Jacques François,Mireille Rufel,Marc De Jonge,Jacques Dacqmine;France;Tous publics;L'Opération Corned Beef;105 mn;1991;3607483280485;Disponible;ESC DISTRIBUTION;Blu-ray;"A;B;C";16/9 Natif;2.35;2 septembre 2020;Audio : Français DTSHD-MA;Sous-titrage : Français;https://images.epagine.fr/485/3607483280485_vid.jpg;En stock;Cinéma;Long métrage;Comédie;;;
Les Anges gardiens;Jean-Marie Poiré;Gaumont;Gaumont Découverte en Blu-ray;De Paris à Hong Kong, un prêtre et un patron de cabaret se retrouvent entraînés dans une aventure explosive où 40 millions de dollars et la vie d'un petit chinois de cinq ans sont en jeu.;"Image et son restaurés

""Les anges de Monsieur Plus"" (39') : entretiens avec Jean-Marie Poiré, Christian Clavier, Alain Terzian, Françoise Ménidrey et Hughes Tissandier réalisés par Jérémie Imbert et Yann Marchet";14.90 €;Gérard Depardieu,Christian Clavier,Eva Grimaldi,Yves Rénier,Alexandre Eskimo,Laurent Gendron,Eva Herzigova,Frankie Chi-Leung Chan;France;Tous publics;Les Anges gardiens;110 mn;1995;3607483280492;Disponible;ESC DISTRIBUTION;Blu-ray;"A;B;C";16/9 Natif;2.35;2 septembre 2020;Audio : Français DTSHD-MA;Sous-titrage : Français;https://images.epagine.fr/492/3607483280492_vid.jpg;En stock;Cinéma;Long métrage;Comédie;;;
Meurtres ?;Richard Pottier;Gaumont;Gaumont Découverte DVD;Dans le Midi, Noël, un viticulteur, vit sur sa terre avec sa femme, Isabelle. Atteinte d'un cancer, elle supplie son mari de la tuer pour abréger ses souffrances. Noël s'exécute la mort dans l'âme et une fois son acte accompli, il va s'en expliquer à ses frères. Mais ceux-ci, craignant le scandale, vont tout faire pour étouffer l'affaire.;Image et son d'origine;12.90 €;Fernandel,Mireille Perrey,Jacques Varennes,Colette Mareuil,Jeanne Moreau,Raymond Souplex,Philippe Nicaud,Georges Chamarat,Line Noro;France;Tous publics;Meurtres ?;;1950;3607483280508;Disponible;ESC DISTRIBUTION;DVD;ALL;4/3;1.37;2 septembre 2020;Audio : Français DD 2.0mono;Sous-titrage : Français;https://images.epagine.fr/508/3607483280508_vid.jpg;En stock;Cinéma;Long métrage;Drame;;;
Les Suspects;Michel Wyn;Gaumont;Gaumont Découverte DVD;Candice, américaine venue en France passer quelques vacances, est assassinée dans le Midi. Les commissaires Bonetti et Bretonnet sont chargés de mener l'enquête...;Image et son d'origine;12.90 €;Mimsy Farmer,Bruno Cremer,Paul Meurisse,Michael Lonsdale,Michel Bouquet,Jacques Fabbri,Renaud Verley,Christian Clavier,Gérard Jugnot,Thierry Lhermitte;"France;Italie";Tous publics;Les Suspects;;1974;3607483280515;Disponible;ESC DISTRIBUTION;DVD;ALL;;;2 septembre 2020;Audio : Français DD 2.0;Sous-titrage : Français;https://images.epagine.fr/515/3607483280515_vid.jpg;En stock;Cinéma;Long métrage;Policier;Comédie Dramatique;;
Au-delà de la peur;Yannick Andréi;Gaumont;Gaumont Découverte DVD;Suite à un braquage raté, René Guilloux et sa bande préparent un nouveau coup. Malheureusement, à cause d'un malentendu, ils impliquent Claude, un agent immobilier, dans l'affaire. Afin de le faire taire, ils prennent sa femme et son fils.;Image et son d'origine;12.90 €;Michel Bouquet,Michel Constantin,Marilù Tolo,Moustache,Paul Crauchet,Gerhard Bormann,Paolo Bonacelli,Michel Creton,Jean-Pierre Darras;"France;Italie";Tous publics;Au-delà de la peur;;1975;3607483280522;Disponible;ESC DISTRIBUTION;DVD;ALL;16/9 Anamorphique;;2 septembre 2020;Audio : Français DD 2.0;Sous-titrage : Français;https://images.epagine.fr/522/3607483280522_vid.jpg;En stock;Cinéma;Long métrage;Policier;Thriller;;
Une femme disparaît;Alfred Hitchcock;ESC Editions;Hitchcock;Dans le train qui la ramène des Balkans chez elle, Iris se lie avec une vieille dame, Miss Froy. Or celle-ci disparaît pendant le sommeil d'Iris : à sa place se trouve une autre dame portant les mêmes vêtements. Aucun passager du train ne se souvient de Miss Froy. Assistée par un jeune musicien, Gilbert, Iris mène l'enquête.;"Nouveau master Haute Définition
Boîtier Blu-ray avec fourreau

Présentation du film par Christophe Champclaux (10')";16.90 €;Margaret Lockwood,Michael Redgrave,Paul Lukas,May Whitty,Cecil Parker,Linden Travers,Naunton Wayne,Basil Radford,Mary Clare;Royaume-Uni;Tous publics;The Lady Vanishes;97 mn;1938;3701432000275;Disponible;ESC DISTRIBUTION;Blu-ray;B;16/9 Natif;1.37;2 septembre 2020;Audio : Français DTSHD-MA 2.0mono, Anglais DTSHD-MA 2.0mono;Sous-titrage : Français;https://images.epagine.fr/275/3701432000275_vid.jpg;En stock;Cinéma;Long métrage;Policier;Romance;;
Bixa Travesty;Claudia Priscilla,Kiko Goifman;Arizona Distribution;;Portrait électrisant de Linn da Quebrada, artiste à la présence scénique extraordinaire qui réfléchit sur le genre et ose affronter avec un rare panache le machisme brésilien. Le corps féminin trans comme moyen d'expression politique.;"Boîtier DVD avec fourreau

Captation exclusive du concert de Linn da Quebrada à Nantes
Bande-annonce
Extraits";16.90 €;Linn Da Quebrada;Brésil;Interdit aux moins de 12 ans avec avertissement;Bixa Travesty;75 mn;2018;3701432000169;Disponible;ESC DISTRIBUTION;DVD;2;16/9 Anamorphique;1.85;2 septembre 2020;Audio : Brésilien DD 5.1;Sous-titrage : Français;https://images.epagine.fr/169/3701432000169_vid.jpg;En stock;Documentaire;Documentaire;Arts / Culture;Economie / Société;;
Double Impact;Sheldon Lettich;ESC Editions;;Deux jumeaux sont séparés enfants par une attaque de la mafia chinoise à Hong-Kong. Leurs parents sont tués et l'un est élevé à Los Angeles tandis que l'autre est recueilli dans un orphelinat chinois. Vingt-cinq ans plus tard, ils se retrouvent, connaissant le nom du meurtrier et décidés à venger leurs parents.;"Nouveau master Haute Définition
Edition limitée à 5 000 exemplaires
Contient :
- le Blu-ray du film
- le DVD du film

Bonus à venir...";19.90 €;Jean-Claude Van Damme,Geoffrey Lewis,Alan Scarfe,Alonna Shaw,Corinna Everson,Philip Chan,Bolo Yeung,Andy Armstrong;USA;Interdit aux moins de 12 ans;Double Impact;106 mn;1991;3701432000190;Disponible;ESC DISTRIBUTION;Blu-ray;B;16/9 Natif;1.85;2 septembre 2020;Audio : Français DTSHD-MA 2.0, Anglais DTSHD-MA 2.0;Sous-titrage : Français;https://images.epagine.fr/190/3701432000190_vid.jpg;En stock;Cinéma;Long métrage;Action;;;
Mister Mocky présente - Saisons 3 et 4;Jean-Pierre Mocky;ESC Editions;;Cette série est une anthologie d'histoires policières où se mêlent suspense et humour noir en rendant hommage à Alfred Hitchcock. Jean-Pierre Mocky est le présentateur de chaque épisode qui fait référence au Gardien de la crypte dans Les Contes de la crypte.;;39.90 €;Béatrice Dalle,Richard Bohringer,Élie Semoun,Jean-Pierre Mocky,Antoine De Caunes,Robin Renucci,Marie-Christine Barrault,Philippe Chevallier,Stéphane Guillon,Stéphane Freiss,Dominique Pinon,Jean-Marie Bigard,Virginie Ledoyen,Anne Roumanoff;France;Tous publics;Mister Mocky présente - Saisons 3 et 4;832 mn;2019;3701432000312;Disponible;ESC DISTRIBUTION;DVD;2;;;2 septembre 2020;Audio : Français DD 2.0;;https://images.epagine.fr/312/3701432000312_vid.jpg;En stock;Série TV;Série / Anthologie;Policier;;;
Prendre soin;Bertrand Hagenmüller;Zelig Films Distribution;;Une immersion dans le quotidien de quatre soignant(e)s évoluant dans les unités Alzheimer de maisons de retraite. Aux côtés de Claire, Luca, Antoinette et Lika on découvre ce qui rend le soin possible, les gestes d'un métier méconnu, fait de patience, d'habileté, d'intelligence, de tendresse et souvent d'amour.;;16.90 €;;France;Tous publics;Prendre soin;80 mn;2019;3701432000329;Disponible;ESC DISTRIBUTION;DVD;2;16/9 Anamorphique;1.78;2 septembre 2020;Audio : Français DD 2.0;;https://images.epagine.fr/329/3701432000329_vid.jpg;En stock;Documentaire;Documentaire;Economie / Société;Sciences / Médecine;;
Une aventure théâtrale - 30 ans de décentralisation;Daniel Cling;La Huit;;Portrait électrisant de Linn da Quebrada, artiste à la présence scénique extraordinaire qui réfléchit sur le genre et ose affronter avec un rare panache le machisme brésilien. Le corps féminin trans comme moyen d'expression politique.;"Contient :
- le DVD du programme
- un livret de 36 pages : ""Petit Précis d'histoire de la décentralisation""
Boîtier DVD avec fourreau";16.90 €;;France;Tous publics;Une aventure théâtrale - 30 ans de décentralisation;75 mn;2017;3760123579247;Disponible;ESC DISTRIBUTION;DVD;2;16/9 Anamorphique;1.78;2 septembre 2020;Audio : Français DD 2.0;;https://images.epagine.fr/247/3760123579247_vid.jpg;En stock;Documentaire;Documentaire;Arts / Culture;;;
Les Carrefours de la ville;Rouben Mamoulian;Rimini Editions;;Les Etats-Unis, durant la Prohibition. Afin de développer son trafic d'alcool, le gangster Maskal n'hésite pas à tuer pour s'approprier de nouvelles brasseries. Il est épaulé par Pop Cooley, son fidèle et redoutable homme de main. Nan, la fille de Cooley, est amoureuse du Kid, qui travaille dans un stand de tir forain. Elle aimerait qu'il rejoigne le gang, mais il s'y refuse. Jusqu'au jour où Nan est emprisonnée...;"Nouveau master Haute Définition
Boîtier DVD avec fourreau

Interview de l'écrivain Alexandre Clément, spécialiste du film noir (16')";14.90 €;"Gary Cooper,Sylvia Sidney,Paul Lukas,William ""stage"" Boyd,Wynne Gibson,Guy Kibbee,Stanley Fields,Betty Sinclair,Robert Homans,Barbara Leonard";USA;Tous publics;City Streets;78 mn;1931;3760233155560;Disponible;ESC DISTRIBUTION;DVD;2;4/3;1.37;2 septembre 2020;Audio : Anglais DD 1.0;Sous-titrage : Français;https://images.epagine.fr/560/3760233155560_vid.jpg;En stock;Cinéma;Long métrage;Policier;;;
Au bout du monde;Kiyoshi Kurosawa;Eurozoom;;Reporter pour une émission populaire au Japon, Yoko tourne en Ouzbékistan sans vraiment mettre le coeur à l'ouvrage. Son rêve est en effet tout autre... En faisant l'expérience d'une culture étrangère, de rencontres en déconvenues, Yoko finira-t-elle par trouver sa voie ?;"Boîtier DVD avec fourreau

Entretien exclusif avec le réalisateur Kiyoshi Kurosawa";19.90 €;Ryô Kase,Shôta Sometani,Atsuko Maeda,Tokio Emoto,Adiz Rajabov;"Japon;Ouzbékistan";Tous publics;Tabi no owari sekai no hajimari;120 mn;2019;3760241390472;Disponible;ESC DISTRIBUTION;DVD;2;16/9 Anamorphique;2.39;2 septembre 2020;Audio : Japonais DD 5.1;Sous-titrage : Français;https://images.epagine.fr/472/3760241390472_vid.jpg;En stock;Cinéma;Long métrage;Drame;;;
